shape,timestamps,TRIP_ID,CALL_TYPE,ORIGIN_CALL,ORIGIN_STAND,TAXI_ID,DAY_TYPE,MISSING_DATA
"LINESTRING (-8.591229 41.162706, -8.591229 41.162715, -8.59122 41.162715, -8.591004 41.162571, -8.59113 41.162337, -8.590815 41.162409, -8.590248 41.163147, -8.589843 41.163651, -8.589816 41.163678, -8.589816 41.163696, -8.589726 41.163786, -8.589222 41.164398, -8.589177 41.164578, -8.589168 41.164587, -8.58915 41.164677, -8.589141 41.164695, -8.588979 41.165118, -8.588943 41.165118, -8.588952 41.165118, -8.588952 41.165118, -8.588898 41.165361, -8.588826 41.165523, -8.588799 41.165559, -8.588835 41.165541, -8.588844 41.16555, -8.588808 41.16564, -8.588691 41.165811, -8.588556 41.16618, -8.588574 41.166162, -8.588601 41.166126, -8.588601 41.166126, -8.588484 41.166405, -8.588466 41.166441, -8.588457 41.16645, -8.588484 41.16645, -8.588475 41.166477, -8.588448 41.166504, -8.588295 41.166846, -8.588304 41.166846, -8.588277 41.166927, -8.588241 41.166981, -8.588214 41.167053, -8.588133 41.167224, -8.588097 41.167305, -8.588061 41.167377, -8.588052 41.167386, -8.587998 41.167494, -8.587989 41.167503, -8.587863 41.167782, -8.587845 41.167809, -8.587845 41.167809, -8.587845 41.167818, -8.587836 41.167827, -8.587818 41.167872, -8.587638 41.168277, -8.58762 41.168277, -8.587602 41.168268, -8.587593 41.168259, -8.587602 41.16825, -8.587602 41.168268, -8.587674 41.168718, -8.588097 41.16888, -8.588232 41.168889)","1408038267, 1408038282, 1408038297, 1408038312, 1408038327, 1408038342, 1408038357, 1408038372, 1408038387, 1408038402, 1408038417, 1408038432, 1408038447, 1408038462, 1408038477, 1408038492, 1408038507, 1408038522, 1408038537, 1408038552, 1408038567, 1408038582, 1408038597, 1408038612, 1408038627, 1408038642, 1408038657, 1408038672, 1408038687, 1408038702, 1408038717, 1408038732, 1408038747, 1408038762, 1408038777, 1408038792, 1408038807, 1408038822, 1408038837, 1408038852, 1408038867, 1408038882, 1408038897, 1408038912, 1408038927, 1408038942, 1408038957, 1408038972, 1408038987, 1408039002, 1408039017, 1408039032, 1408039047, 1408039062, 1408039077, 1408039092, 1408039107, 1408039122, 1408039137, 1408039152, 1408039167, 1408039182, 1408039197",T11,B,NA,56,20000664,A,False
"LINESTRING (-8.585694 41.148603, -8.585757 41.148684, -8.585712 41.148882, -8.585757 41.148963, -8.585838 41.148954, -8.586063 41.148972, -8.586171 41.148972, -8.587323 41.149152, -8.588007 41.149386, -8.588736 41.149602, -8.591031 41.150187, -8.592165 41.150484, -8.592201 41.150493, -8.593389 41.150844, -8.59455 41.150664, -8.595918 41.149872, -8.596647 41.149431)","1408038946, 1408038961, 1408038976, 1408038991, 1408039006, 1408039021, 1408039036, 1408039051, 1408039066, 1408039081, 1408039096, 1408039111, 1408039126, 1408039141, 1408039156, 1408039171, 1408039186",T12,C,NA,NA,20000160,A,False
"LINESTRING (-8.580105 41.159394, -8.580231 41.159358, -8.581518 41.159349, -8.582517 41.158872, -8.584335 41.158296)","1408039130, 1408039145, 1408039160, 1408039175, 1408039190",T13,C,NA,NA,20000017,A,False
"LINESTRING (-8.665353 41.18616, -8.666892 41.188311, -8.667045 41.190705, -8.665812 41.194017, -8.662734 41.197158, -8.658774 41.199975, -8.654013 41.20209, -8.650035 41.201604, -8.651241 41.204358, -8.651556 41.208696, -8.653446 41.213394, -8.65692 41.217732, -8.661051 41.222061, -8.664867 41.226093, -8.668134 41.22918, -8.666919 41.23242, -8.667621 41.235633, -8.667918 41.237955, -8.667927 41.238621, -8.667216 41.238432, -8.666289 41.238144, -8.665461 41.237226, -8.6634 41.238288, -8.660601 41.238819, -8.659701 41.238972, -8.659755 41.239071, -8.661654 41.238846, -8.663553 41.238432, -8.664327 41.239179, -8.664984 41.239629, -8.664993 41.239638, -8.665209 41.239881, -8.665722 41.240826, -8.666172 41.242203, -8.665929 41.242941, -8.665812 41.243004, -8.665794 41.242995, -8.665794 41.242986, -8.665794 41.242986, -8.665785 41.242977, -8.665794 41.242977, -8.665785 41.242977, -8.665794 41.242968, -8.665794 41.242977, -8.665812 41.242977, -8.665812 41.242986, -8.665812 41.242986, -8.665794 41.242986, -8.665785 41.242977, -8.665776 41.242977, -8.665776 41.242977, -8.665785 41.242986, -8.665785 41.242986, -8.665785 41.242986, -8.665785 41.242986, -8.665776 41.242986, -8.665776 41.242986, -8.665785 41.242977, -8.665794 41.242986, -8.665794 41.242986, -8.665794 41.242977, -8.665785 41.242959, -8.665794 41.24295, -8.665893 41.243013, -8.665992 41.242752, -8.665857 41.241177, -8.666433 41.239566, -8.666793 41.238702, -8.667441 41.238567, -8.669502 41.239278, -8.671086 41.239458, -8.670339 41.237874, -8.669709 41.235615, -8.668944 41.235165, -8.669259 41.236641, -8.669475 41.237415)","1408036255, 1408036270, 1408036285, 1408036300, 1408036315, 1408036330, 1408036345, 1408036360, 1408036375, 1408036390, 1408036405, 1408036420, 1408036435, 1408036450, 1408036465, 1408036480, 1408036495, 1408036510, 1408036525, 1408036540, 1408036555, 1408036570, 1408036585, 1408036600, 1408036615, 1408036630, 1408036645, 1408036660, 1408036675, 1408036690, 1408036705, 1408036720, 1408036735, 1408036750, 1408036765, 1408036780, 1408036795, 1408036810, 1408036825, 1408036840, 1408036855, 1408036870, 1408036885, 1408036900, 1408036915, 1408036930, 1408036945, 1408036960, 1408036975, 1408036990, 1408037005, 1408037020, 1408037035, 1408037050, 1408037065, 1408037080, 1408037095, 1408037110, 1408037125, 1408037140, 1408037155, 1408037170, 1408037185, 1408037200, 1408037215, 1408037230, 1408037245, 1408037260, 1408037275, 1408037290, 1408037305, 1408037320, 1408037335, 1408037350, 1408037365, 1408037380",T14,C,NA,NA,20000312,A,False
"LINESTRING (-8.649423 41.154354, -8.650197 41.154138, -8.650323 41.153832, -8.649045 41.154084, -8.64873 41.154147, -8.647011 41.15421, -8.644194 41.154471, -8.641512 41.15376, -8.638578 41.153031, -8.63649 41.152527, -8.633637 41.152554, -8.631342 41.152608, -8.631018 41.152617, -8.631027 41.152626, -8.630514 41.152563, -8.627796 41.15241, -8.626455 41.152509, -8.626473 41.1525, -8.626473 41.1525, -8.626401 41.152518, -8.625843 41.151312, -8.625807 41.150106, -8.625699 41.149521, -8.625717 41.149251, -8.62569 41.149287, -8.625573 41.148774, -8.624061 41.148153, -8.623359 41.147937, -8.622324 41.147658, -8.6211 41.147424, -8.620551 41.147361, -8.620362 41.147118, -8.620236 41.14647, -8.620209 41.146281, -8.618166 41.146326, -8.617383 41.145327, -8.616222 41.145192, -8.615403 41.145561, -8.614278 41.14593, -8.61363 41.145975, -8.613639 41.145966, -8.613666 41.145966, -8.613639 41.145921, -8.613405 41.145849, -8.612469 41.145966, -8.612442 41.146002, -8.612415 41.14602, -8.61183 41.146056, -8.610858 41.14557, -8.610912 41.145399, -8.610912 41.145354, -8.610534 41.143914, -8.61048 41.143788, -8.610174 41.143275)","1408038388, 1408038403, 1408038418, 1408038433, 1408038448, 1408038463, 1408038478, 1408038493, 1408038508, 1408038523, 1408038538, 1408038553, 1408038568, 1408038583, 1408038598, 1408038613, 1408038628, 1408038643, 1408038658, 1408038673, 1408038688, 1408038703, 1408038718, 1408038733, 1408038748, 1408038763, 1408038778, 1408038793, 1408038808, 1408038823, 1408038838, 1408038853, 1408038868, 1408038883, 1408038898, 1408038913, 1408038928, 1408038943, 1408038958, 1408038973, 1408038988, 1408039003, 1408039018, 1408039033, 1408039048, 1408039063, 1408039078, 1408039093, 1408039108, 1408039123, 1408039138, 1408039153, 1408039168, 1408039183",T15,C,NA,NA,20000497,A,False
"LINESTRING (-8.618373 41.136003, -8.618382 41.135877, -8.618445 41.135022, -8.618445 41.134122, -8.618148 41.133249, -8.618103 41.13234, -8.617608 41.131395, -8.617698 41.130621, -8.619129 41.129883, -8.619975 41.129433, -8.62065 41.129091, -8.622234 41.128281, -8.622621 41.127867, -8.62191 41.127471, -8.621829 41.126751, -8.623053 41.126274, -8.624439 41.127498, -8.625492 41.129217, -8.625645 41.129586, -8.62542 41.130558, -8.626509 41.131548, -8.627121 41.133051, -8.627184 41.133231, -8.627391 41.133762, -8.62812 41.135589, -8.628606 41.136732, -8.629101 41.137965, -8.630982 41.139423, -8.633781 41.140422, -8.635401 41.142591, -8.637597 41.143761, -8.638884 41.143554, -8.639136 41.143698, -8.639235 41.143797, -8.639343 41.143986, -8.63964 41.14494, -8.639937 41.146227, -8.640234 41.147433, -8.64054 41.148666, -8.641008 41.150322, -8.642646 41.151879, -8.643942 41.152824, -8.644797 41.153976, -8.645166 41.154921, -8.645517 41.155848, -8.645688 41.156244, -8.646075 41.157045, -8.646336 41.15745, -8.646534 41.157693, -8.646624 41.157801, -8.646795 41.157999, -8.646813 41.158017, -8.647002 41.158233, -8.647083 41.158332, -8.647434 41.158737, -8.647776 41.159151, -8.647803 41.159178, -8.648235 41.159691, -8.648433 41.159916, -8.648685 41.160231, -8.649054 41.160843, -8.649225 41.16186, -8.64918 41.162274, -8.648973 41.162868, -8.648235 41.163831, -8.646615 41.164767, -8.644671 41.165532, -8.642403 41.166693, -8.640972 41.167539, -8.640738 41.167377, -8.640846 41.1669, -8.641827 41.167089, -8.643123 41.168115, -8.645265 41.169753, -8.647965 41.171958, -8.650683 41.174172, -8.653293 41.176296, -8.656524 41.178942, -8.658378 41.180463, -8.659926 41.181732, -8.661555 41.183055, -8.663301 41.184477, -8.664876 41.185755, -8.666694 41.18751, -8.667468 41.189571, -8.666352 41.191668, -8.665749 41.194071, -8.66394 41.19624, -8.661411 41.198049, -8.658594 41.200065, -8.65557 41.201748, -8.652375 41.202144, -8.649936 41.201766, -8.650854 41.2038, -8.651646 41.206311, -8.651664 41.209362, -8.65287 41.212242)","1408037740, 1408037755, 1408037770, 1408037785, 1408037800, 1408037815, 1408037830, 1408037845, 1408037860, 1408037875, 1408037890, 1408037905, 1408037920, 1408037935, 1408037950, 1408037965, 1408037980, 1408037995, 1408038010, 1408038025, 1408038040, 1408038055, 1408038070, 1408038085, 1408038100, 1408038115, 1408038130, 1408038145, 1408038160, 1408038175, 1408038190, 1408038205, 1408038220, 1408038235, 1408038250, 1408038265, 1408038280, 1408038295, 1408038310, 1408038325, 1408038340, 1408038355, 1408038370, 1408038385, 1408038400, 1408038415, 1408038430, 1408038445, 1408038460, 1408038475, 1408038490, 1408038505, 1408038520, 1408038535, 1408038550, 1408038565, 1408038580, 1408038595, 1408038610, 1408038625, 1408038640, 1408038655, 1408038670, 1408038685, 1408038700, 1408038715, 1408038730, 1408038745, 1408038760, 1408038775, 1408038790, 1408038805, 1408038820, 1408038835, 1408038850, 1408038865, 1408038880, 1408038895, 1408038910, 1408038925, 1408038940, 1408038955, 1408038970, 1408038985, 1408039000, 1408039015, 1408039030, 1408039045, 1408039060, 1408039075, 1408039090, 1408039105, 1408039120, 1408039135, 1408039150, 1408039165, 1408039180",T16,C,NA,NA,20000440,A,False
"LINESTRING (-8.627094 41.166936, -8.627049 41.1669, -8.626644 41.1669, -8.626626 41.166909, -8.626617 41.166909, -8.626617 41.1669, -8.626608 41.1669, -8.626599 41.166891, -8.626923 41.166504, -8.628075 41.166135, -8.629461 41.165577, -8.630802 41.165019, -8.632548 41.164155, -8.633538 41.163345, -8.632764 41.162292, -8.631945 41.161248, -8.630604 41.159493, -8.630343 41.158908, -8.630406 41.158854, -8.630217 41.158629, -8.630325 41.158305, -8.630451 41.157567, -8.629542 41.156883, -8.629731 41.155731, -8.629218 41.155128, -8.629074 41.155146, -8.629065 41.155137)","1408038804, 1408038819, 1408038834, 1408038849, 1408038864, 1408038879, 1408038894, 1408038909, 1408038924, 1408038939, 1408038954, 1408038969, 1408038984, 1408038999, 1408039014, 1408039029, 1408039044, 1408039059, 1408039074, 1408039089, 1408039104, 1408039119, 1408039134, 1408039149, 1408039164, 1408039179, 1408039194",T17,C,NA,NA,20000467,A,False
"LINESTRING (-8.607861 41.146236, -8.607915 41.146236, -8.607924 41.146236, -8.607924 41.146245, -8.607924 41.146245, -8.607924 41.146227, -8.607906 41.146236, -8.607933 41.146263, -8.607933 41.146254, -8.607933 41.146245, -8.607951 41.146245, -8.607969 41.146254, -8.607978 41.146254, -8.607996 41.146236, -8.608005 41.146227, -8.608032 41.146236, -8.608032 41.146263, -8.608005 41.146236, -8.608014 41.146191, -8.607996 41.146218, -8.60796 41.146245, -8.607933 41.146272, -8.607924 41.146254, -8.607915 41.146236, -8.607906 41.146227, -8.607888 41.146227, -8.607915 41.146236, -8.607915 41.146263, -8.607933 41.146326, -8.607951 41.146353, -8.607987 41.146344, -8.607969 41.146317, -8.607951 41.146236, -8.607942 41.146218, -8.607933 41.146218, -8.607951 41.146236, -8.607969 41.146227, -8.607996 41.146218, -8.608113 41.1462, -8.60949 41.146101, -8.610399 41.146065, -8.610201 41.146362, -8.610003 41.146515, -8.609697 41.146668, -8.609283 41.146794, -8.609085 41.146812, -8.608824 41.147163, -8.609292 41.147658, -8.610246 41.147811, -8.610381 41.147802, -8.610552 41.14782, -8.612163 41.147991, -8.621712 41.147559, -8.622342 41.147757, -8.623818 41.148189, -8.624997 41.148612, -8.62569 41.14971, -8.625996 41.151591, -8.626176 41.152473, -8.626716 41.154192, -8.626977 41.15493, -8.627355 41.155407, -8.627949 41.156136)","1408038215, 1408038230, 1408038245, 1408038260, 1408038275, 1408038290, 1408038305, 1408038320, 1408038335, 1408038350, 1408038365, 1408038380, 1408038395, 1408038410, 1408038425, 1408038440, 1408038455, 1408038470, 1408038485, 1408038500, 1408038515, 1408038530, 1408038545, 1408038560, 1408038575, 1408038590, 1408038605, 1408038620, 1408038635, 1408038650, 1408038665, 1408038680, 1408038695, 1408038710, 1408038725, 1408038740, 1408038755, 1408038770, 1408038785, 1408038800, 1408038815, 1408038830, 1408038845, 1408038860, 1408038875, 1408038890, 1408038905, 1408038920, 1408038935, 1408038950, 1408038965, 1408038980, 1408038995, 1408039010, 1408039025, 1408039040, 1408039055, 1408039070, 1408039085, 1408039100, 1408039115, 1408039130, 1408039145",T18,C,NA,NA,20000338,A,False
"LINESTRING (-8.585667 41.148567, -8.585694 41.148639, -8.585712 41.148747, -8.585775 41.148945, -8.586036 41.148981, -8.586963 41.149071, -8.588466 41.149449, -8.589996 41.149872, -8.591787 41.150349, -8.593299 41.150736, -8.593515 41.150763, -8.593497 41.150763, -8.593488 41.150772, -8.593497 41.150772, -8.593533 41.150772, -8.593506 41.15079, -8.593911 41.150916, -8.594541 41.151807, -8.595036 41.153301, -8.595396 41.154354, -8.595405 41.154417, -8.595261 41.155281, -8.595036 41.155749, -8.594244 41.157135, -8.59356 41.15835, -8.592786 41.159619, -8.592282 41.160492, -8.591688 41.161455, -8.590464 41.162877, -8.589807 41.16366, -8.589789 41.163687)","1408038749, 1408038764, 1408038779, 1408038794, 1408038809, 1408038824, 1408038839, 1408038854, 1408038869, 1408038884, 1408038899, 1408038914, 1408038929, 1408038944, 1408038959, 1408038974, 1408038989, 1408039004, 1408039019, 1408039034, 1408039049, 1408039064, 1408039079, 1408039094, 1408039109, 1408039124, 1408039139, 1408039154, 1408039169, 1408039184, 1408039199",T19,B,NA,15,20000101,A,False
"LINESTRING (-8.667414 41.161671, -8.667423 41.161662, -8.667414 41.161671, -8.667405 41.161653, -8.667414 41.161653, -8.667414 41.161653, -8.667405 41.161662, -8.667405 41.161662, -8.667396 41.161662, -8.667396 41.16168, -8.667387 41.161689, -8.667378 41.161689, -8.667378 41.161698, -8.667387 41.161698, -8.667396 41.161698, -8.667396 41.161698, -8.667405 41.161698, -8.667405 41.161698, -8.667396 41.161698, -8.667387 41.161689, -8.667171 41.16114, -8.666307 41.159844, -8.665479 41.158674, -8.665398 41.158062, -8.665092 41.158062, -8.662995 41.158917, -8.660637 41.159853, -8.658306 41.160753, -8.657604 41.161104, -8.656128 41.16186, -8.654697 41.162103, -8.653149 41.161887, -8.65179 41.161662, -8.651565 41.161635, -8.65152 41.161635, -8.650512 41.161464, -8.648766 41.161158, -8.646696 41.160816, -8.64432 41.160402, -8.642124 41.160078, -8.64144 41.160087, -8.64144 41.160213, -8.641566 41.160375, -8.641521 41.160447, -8.641503 41.160447, -8.641467 41.160429, -8.641458 41.160474, -8.641476 41.160465, -8.641512 41.160483, -8.641476 41.160465, -8.641476 41.160447, -8.641503 41.160429, -8.641503 41.160438, -8.64153 41.160456, -8.641521 41.160474, -8.641476 41.160483, -8.641422 41.160402, -8.641467 41.160447, -8.641422 41.160519, -8.641413 41.160546, -8.641467 41.160429, -8.641386 41.160384, -8.64135 41.160402, -8.64135 41.160402, -8.641395 41.160393, -8.641404 41.160393, -8.64144 41.160393, -8.641422 41.160429, -8.641359 41.160447, -8.641359 41.160429, -8.641368 41.160402, -8.641422 41.160375, -8.641422 41.160384, -8.641404 41.160402, -8.641395 41.160411, -8.641431 41.160384, -8.64144 41.160366, -8.641449 41.160366, -8.641476 41.160366, -8.641422 41.160357, -8.641377 41.160348, -8.641395 41.160348, -8.641404 41.160375, -8.64144 41.160393, -8.641422 41.160384, -8.641449 41.16042, -8.641458 41.160411, -8.641476 41.16042, -8.641476 41.160411, -8.641467 41.160411, -8.641476 41.16042, -8.641512 41.160411, -8.641485 41.160411, -8.641449 41.160393, -8.641422 41.160393, -8.641431 41.16042, -8.641413 41.160429, -8.641332 41.16042, -8.641368 41.16042, -8.641413 41.160438, -8.641377 41.160393, -8.641287 41.160339, -8.641287 41.160339, -8.641359 41.160366, -8.641404 41.160402, -8.641404 41.16042, -8.641413 41.160465, -8.641458 41.160483, -8.641386 41.160474, -8.641395 41.160465, -8.641449 41.160447, -8.641467 41.160447, -8.64144 41.160438, -8.641458 41.16042, -8.641476 41.160429, -8.641485 41.160429, -8.64153 41.16042, -8.641539 41.160411, -8.641584 41.160411, -8.641593 41.160411, -8.641548 41.160393, -8.641512 41.160411, -8.64153 41.160438, -8.64153 41.160411, -8.641521 41.160384, -8.641494 41.160402, -8.641512 41.160411, -8.64153 41.160393, -8.641503 41.160339, -8.641485 41.160312, -8.641458 41.160294, -8.641422 41.160294, -8.641422 41.160294, -8.641485 41.160321, -8.641494 41.160348, -8.641494 41.160366, -8.641494 41.160384, -8.641485 41.160402, -8.641476 41.160402, -8.641467 41.160393, -8.641467 41.160393, -8.641467 41.160393, -8.641485 41.160393, -8.641476 41.160411, -8.641476 41.16042, -8.641476 41.160402, -8.641476 41.160366, -8.641467 41.160312, -8.641476 41.16033, -8.641485 41.160339, -8.641467 41.160348, -8.641485 41.160366, -8.641503 41.160366, -8.64153 41.160393, -8.641539 41.160429, -8.641512 41.160429, -8.641512 41.160438, -8.641521 41.160447, -8.641521 41.160438, -8.64153 41.16042, -8.641521 41.160429, -8.641539 41.160438, -8.641521 41.160456, -8.641521 41.160456)","1408036754, 1408036769, 1408036784, 1408036799, 1408036814, 1408036829, 1408036844, 1408036859, 1408036874, 1408036889, 1408036904, 1408036919, 1408036934, 1408036949, 1408036964, 1408036979, 1408036994, 1408037009, 1408037024, 1408037039, 1408037054, 1408037069, 1408037084, 1408037099, 1408037114, 1408037129, 1408037144, 1408037159, 1408037174, 1408037189, 1408037204, 1408037219, 1408037234, 1408037249, 1408037264, 1408037279, 1408037294, 1408037309, 1408037324, 1408037339, 1408037354, 1408037369, 1408037384, 1408037399, 1408037414, 1408037429, 1408037444, 1408037459, 1408037474, 1408037489, 1408037504, 1408037519, 1408037534, 1408037549, 1408037564, 1408037579, 1408037594, 1408037609, 1408037624, 1408037639, 1408037654, 1408037669, 1408037684, 1408037699, 1408037714, 1408037729, 1408037744, 1408037759, 1408037774, 1408037789, 1408037804, 1408037819, 1408037834, 1408037849, 1408037864, 1408037879, 1408037894, 1408037909, 1408037924, 1408037939, 1408037954, 1408037969, 1408037984, 1408037999, 1408038014, 1408038029, 1408038044, 1408038059, 1408038074, 1408038089, 1408038104, 1408038119, 1408038134, 1408038149, 1408038164, 1408038179, 1408038194, 1408038209, 1408038224, 1408038239, 1408038254, 1408038269, 1408038284, 1408038299, 1408038314, 1408038329, 1408038344, 1408038359, 1408038374, 1408038389, 1408038404, 1408038419, 1408038434, 1408038449, 1408038464, 1408038479, 1408038494, 1408038509, 1408038524, 1408038539, 1408038554, 1408038569, 1408038584, 1408038599, 1408038614, 1408038629, 1408038644, 1408038659, 1408038674, 1408038689, 1408038704, 1408038719, 1408038734, 1408038749, 1408038764, 1408038779, 1408038794, 1408038809, 1408038824, 1408038839, 1408038854, 1408038869, 1408038884, 1408038899, 1408038914, 1408038929, 1408038944, 1408038959, 1408038974, 1408038989, 1408039004, 1408039019, 1408039034, 1408039049, 1408039064, 1408039079, 1408039094, 1408039109, 1408039124, 1408039139, 1408039154, 1408039169, 1408039184, 1408039199",T20,C,NA,NA,20000523,A,False
"LINESTRING (-8.585712 41.14854, -8.585703 41.148549, -8.585712 41.148558, -8.585721 41.148558, -8.585766 41.148549, -8.585757 41.148738)","1408039125, 1408039140, 1408039155, 1408039170, 1408039185, 1408039200",T21,B,NA,15,20000460,A,False
"LINESTRING (-8.612757 41.137722, -8.612658 41.137785, -8.612631 41.137812, -8.61246 41.137866, -8.611506 41.138073, -8.610273 41.138523, -8.609697 41.138874, -8.609625 41.13891, -8.609472 41.138964, -8.61003 41.138397, -8.610246 41.138055, -8.611146 41.13711, -8.61156 41.135634)","1408039009, 1408039024, 1408039039, 1408039054, 1408039069, 1408039084, 1408039099, 1408039114, 1408039129, 1408039144, 1408039159, 1408039174, 1408039189",T22,A,85698,NA,20000199,A,False
"LINESTRING (-8.625816 41.151294, -8.625942 41.15133, -8.626113 41.151294, -8.626284 41.151222, -8.626248 41.151249, -8.626158 41.151276, -8.626167 41.151285, -8.626194 41.151276, -8.626311 41.151537, -8.6265 41.152959, -8.626653 41.154228, -8.626608 41.154255, -8.626608 41.1543, -8.626626 41.15439, -8.626905 41.155128, -8.627301 41.155686, -8.628597 41.156559, -8.628768 41.15664)","1408038924, 1408038939, 1408038954, 1408038969, 1408038984, 1408038999, 1408039014, 1408039029, 1408039044, 1408039059, 1408039074, 1408039089, 1408039104, 1408039119, 1408039134, 1408039149, 1408039164, 1408039179",T23,A,37007,NA,20000480,A,False
"LINESTRING (-8.585658 41.148486, -8.585658 41.148486, -8.585658 41.148486, -8.585658 41.148513)","1408039145, 1408039160, 1408039175, 1408039190",T24,B,NA,15,20000250,A,False
"LINESTRING (-8.630667 41.154867, -8.630928 41.15466, -8.632386 41.153166, -8.633241 41.151528, -8.636139 41.150943, -8.639496 41.14962, -8.642646 41.149413, -8.644698 41.151141, -8.642727 41.15169, -8.641116 41.150142)","1408039057, 1408039072, 1408039087, 1408039102, 1408039117, 1408039132, 1408039147, 1408039162, 1408039177, 1408039192",T25,B,NA,12,20000903,A,False
"LINESTRING (-8.60283 41.179644, -8.603163 41.179716, -8.604648 41.180139, -8.60499 41.180238, -8.605746 41.179185, -8.607132 41.177718, -8.608068 41.176827, -8.608437 41.175558, -8.607861 41.175279, -8.606223 41.174451, -8.605836 41.173506, -8.606718 41.172876)","1408039029, 1408039044, 1408039059, 1408039074, 1408039089, 1408039104, 1408039119, 1408039134, 1408039149, 1408039164, 1408039179, 1408039194",T26,B,NA,49,20000247,A,False
"LINESTRING (-8.59212 41.160735, -8.591499 41.161689, -8.592093 41.161581, -8.593029 41.162517, -8.593488 41.162679)","1408038859, 1408038874, 1408038889, 1408038904, 1408038919",T27,B,NA,15,20000263,A,False
"LINESTRING (-8.585685 41.1489, -8.586018 41.14899, -8.587017 41.149098)","1408039165, 1408039180, 1408039195",T28,B,NA,15,20000500,A,False
"LINESTRING (-8.628777 41.160978, -8.628741 41.160969, -8.62875 41.16096, -8.628777 41.160906, -8.628489 41.160519, -8.628903 41.159178, -8.629821 41.158692, -8.630334 41.157828, -8.62974 41.157072, -8.62875 41.156946, -8.628066 41.156226, -8.627832 41.155947, -8.6274 41.155407, -8.627247 41.155236, -8.627256 41.155236, -8.627229 41.155245, -8.626923 41.154624, -8.626518 41.153634, -8.626392 41.153166, -8.626401 41.153166, -8.62641 41.153157, -8.626158 41.152392, -8.625897 41.151087, -8.625924 41.150727, -8.625618 41.14944, -8.625024 41.14845, -8.623305 41.147901, -8.622981 41.147874, -8.62263 41.147784, -8.621415 41.147469, -8.620398 41.147163, -8.62038 41.146542, -8.620389 41.14638, -8.62038 41.146317, -8.619795 41.146092, -8.61777 41.146344, -8.617455 41.145273, -8.616951 41.144823, -8.615763 41.145399, -8.614539 41.145858, -8.614359 41.145912, -8.614107 41.146011, -8.614035 41.146056, -8.613765 41.146083, -8.613738 41.146101, -8.613594 41.146029, -8.613567 41.145867, -8.612829 41.145993, -8.61255 41.146065, -8.612316 41.146038, -8.61138 41.14611)","1408038439, 1408038454, 1408038469, 1408038484, 1408038499, 1408038514, 1408038529, 1408038544, 1408038559, 1408038574, 1408038589, 1408038604, 1408038619, 1408038634, 1408038649, 1408038664, 1408038679, 1408038694, 1408038709, 1408038724, 1408038739, 1408038754, 1408038769, 1408038784, 1408038799, 1408038814, 1408038829, 1408038844, 1408038859, 1408038874, 1408038889, 1408038904, 1408038919, 1408038934, 1408038949, 1408038964, 1408038979, 1408038994, 1408039009, 1408039024, 1408039039, 1408039054, 1408039069, 1408039084, 1408039099, 1408039114, 1408039129, 1408039144, 1408039159, 1408039174, 1408039189",T29,B,NA,21,20000617,A,False
"LINESTRING (-8.58573 41.148513, -8.585748 41.148846, -8.586198 41.149044, -8.586234 41.1489, -8.586063 41.148729, -8.586171 41.148189, -8.586864 41.147568, -8.587125 41.147289, -8.58591 41.146947, -8.584317 41.146461, -8.583255 41.145453, -8.581869 41.144742, -8.579835 41.145345, -8.57952 41.145723, -8.579439 41.145894, -8.57889 41.146056, -8.57997 41.146695, -8.57943 41.148198, -8.578728 41.1498, -8.579223 41.151249, -8.580312 41.152284, -8.581446 41.15322, -8.582562 41.154633, -8.582922 41.15556, -8.582985 41.156172, -8.582967 41.156757, -8.582913 41.157162, -8.582805 41.15754, -8.582679 41.157918, -8.582544 41.158287, -8.582274 41.158926, -8.582022 41.159682, -8.581743 41.160348, -8.581617 41.160609, -8.581509 41.160915, -8.581347 41.161329, -8.581194 41.161788, -8.581158 41.161923, -8.581095 41.162238, -8.581104 41.162382)","1408038605, 1408038620, 1408038635, 1408038650, 1408038665, 1408038680, 1408038695, 1408038710, 1408038725, 1408038740, 1408038755, 1408038770, 1408038785, 1408038800, 1408038815, 1408038830, 1408038845, 1408038860, 1408038875, 1408038890, 1408038905, 1408038920, 1408038935, 1408038950, 1408038965, 1408038980, 1408038995, 1408039010, 1408039025, 1408039040, 1408039055, 1408039070, 1408039085, 1408039100, 1408039115, 1408039130, 1408039145, 1408039160, 1408039175, 1408039190",T30,B,NA,15,20000288,A,False
